"15133SEJ 과세유형별(1)","13301B 시도․업태별(1)","13301B 시도․업태별(2)",TIME 시점,16133T2008_0245 총계,16133T2008_0418 사업부진,16133T2008_0419 행정처분,16133T2008_0420 계절사업,16133T2008_0421 법인전환,16133T2008_0422 면세포기·적용,T001 양도·양수,16133T2008_0425 해산·합병,16133ABA7 기타
"15133SEJ03 간이사업자","B20 업태별","B21 농·임·어업",Y2022 2022,235,103,1,3,4,0,0,0,124
"15133SEJ03 간이사업자","B20 업태별","B21 농·임·어업",Y2023 2023,360,152,2,2,2,-,2,-,200
"15133SEJ03 간이사업자","B20 업태별","B22 광업",Y2021 2021,-,-,-,-,-,-,-,-,-
"15133SEJ03 간이사업자","B20 업태별","B22 광업",Y2022 2022,0,0,0,0,0,0,0,0,0
"15133SEJ03 간이사업자","B20 업태별","B22 광업",Y2023 2023,-,-,-,-,-,-,-,-,-
"15133SEJ03 간이사업자","B20 업태별","B23 제조업",Y2019 2019,2267,1018,8,3,10,-,62,4,1162
"15133SEJ03 간이사업자","B20 업태별","B23 제조업",Y2020 2020,2000,1002,5,1,12,-,48,3,929
"15133SEJ03 간이사업자","B20 업태별","B23 제조업",Y2021 2021,2312,1312,5,2,13,1,53,-,926
"15133SEJ03 간이사업자","B20 업태별","B23 제조업",Y2022 2022,2609,1478,7,2,6,1,59,0,1056
"15133SEJ03 간이사업자","B20 업태별","B23 제조업",Y2023 2023,2790,1538,8,6,7,-,65,-,1166
"15133SEJ03 간이사업자","B20 업태별","B24 전기·가스·수도업",Y2019 2019,22,5,-,-,-,-,1,1,15
"15133SEJ03 간이사업자","B20 업태별","B24 전기·가스·수도업",Y2020 2020,22,2,2,-,-,-,6,-,12
"15133SEJ03 간이사업자","B20 업태별","B24 전기·가스·수도업",Y2021 2021,9,1,-,-,-,-,2,-,6
"15133SEJ03 간이사업자","B20 업태별","B24 전기·가스·수도업",Y2022 2022,2,1,0,0,0,0,0,0,1
"15133SEJ03 간이사업자","B20 업태별","B24 전기·가스·수도업",Y2023 2023,-,-,-,-,-,-,-,-,-
"15133SEJ03 간이사업자","B20 업태별","B25 도매업",Y2019 2019,345,174,1,1,1,1,2,-,165
"15133SEJ03 간이사업자","B20 업태별","B25 도매업",Y2020 2020,303,156,1,2,3,-,1,-,140
"15133SEJ03 간이사업자","B20 업태별","B25 도매업",Y2021 2021,327,182,1,-,2,-,-,-,142
"15133SEJ03 간이사업자","B20 업태별","B25 도매업",Y2022 2022,298,170,0,0,0,2,4,0,122
"15133SEJ03 간이사업자","B20 업태별","B25 도매업",Y2023 2023,206,125,2,1,-,-,1,-,77
"15133SEJ03 간이사업자","B20 업태별","B26 소매업",Y2019 2019,92741,48408,410,212,115,11,407,15,43163
"15133SEJ03 간이사업자","B20 업태별","B26 소매업",Y2020 2020,96008,54091,322,213,133,9,519,9,40712
"15133SEJ03 간이사업자","B20 업태별","B26 소매업",Y2021 2021,112761,69984,303,190,198,9,751,4,41322
"15133SEJ03 간이사업자","B20 업태별","B26 소매업",Y2022 2022,124792,78543,351,207,181,10,767,13,44720
"15133SEJ03 간이사업자","B20 업태별","B26 소매업",Y2023 2023,162132,102105,557,288,206,5,862,3,58106
"15133SEJ03 간이사업자","B20 업태별","B27 부동산매매업",Y2019 2019,6,4,-,-,-,-,-,-,2
"15133SEJ03 간이사업자","B20 업태별","B27 부동산매매업",Y2020 2020,6,3,-,-,-,-,-,-,3
"15133SEJ03 간이사업자","B20 업태별","B27 부동산매매업",Y2021 2021,9,2,-,-,-,-,-,-,7
"15133SEJ03 간이사업자","B20 업태별","B27 부동산매매업",Y2022 2022,7,1,0,0,0,0,0,0,6
"15133SEJ03 간이사업자","B20 업태별","B27 부동산매매업",Y2023 2023,8,5,-,-,-,-,-,-,3
"15133SEJ03 간이사업자","B20 업태별","B28 건설업",Y2019 2019,858,451,6,1,1,1,1,-,397
"15133SEJ03 간이사업자","B20 업태별","B28 건설업",Y2020 2020,787,427,3,1,4,-,-,-,352
"15133SEJ03 간이사업자","B20 업태별","B28 건설업",Y2021 2021,1692,926,4,2,4,-,2,1,753
"15133SEJ03 간이사업자","B20 업태별","B28 건설업",Y2022 2022,3401,2095,6,3,7,0,4,0,1286
"15133SEJ03 간이사업자","B20 업태별","B28 건설업",Y2023 2023,4006,2387,22,7,6,-,2,-,1582
"15133SEJ03 간이사업자","B20 업태별","B29 음식업",Y2019 2019,55450,26646,86,107,42,1,1644,39,26885
"15133SEJ03 간이사업자","B20 업태별","B29 음식업",Y2020 2020,45499,24025,72,55,41,-,1375,21,19910
"15133SEJ03 간이사업자","B20 업태별","B29 음식업",Y2021 2021,46307,26427,57,34,39,-,1671,18,18061
"15133SEJ03 간이사업자","B20 업태별","B29 음식업",Y2022 2022,52662,29070,60,48,45,1,1986,20,21432
"15133SEJ03 간이사업자","B20 업태별","B29 음식업",Y2023 2023,58524,31354,75,82,41,1,2458,14,24499
"15133SEJ03 간이사업자","B20 업태별","B30 숙박업",Y2019 2019,3111,1174,15,5,1,-,137,2,1777
"15133SEJ03 간이사업자","B20 업태별","B30 숙박업",Y2020 2020,2865,1237,9,7,4,-,144,1,1463
"15133SEJ03 간이사업자","B20 업태별","B30 숙박업",Y2021 2021,2847,1231,9,4,2,-,155,1,1445
"15133SEJ03 간이사업자","B20 업태별","B30 숙박업",Y2022 2022,2784,1059,6,6,3,0,173,4,1533
"15133SEJ03 간이사업자","B20 업태별","B30 숙박업",Y2023 2023,2849,1033,11,9,3,-,192,1,1600
"15133SEJ03 간이사업자","B20 업태별","B31 운수·창고·통신업",Y2019 2019,11508,2011,36,4,2,-,558,16,8881
"15133SEJ03 간이사업자","B20 업태별","B31 운수·창고·통신업",Y2020 2020,10716,2267,35,10,3,-,614,9,7778
"15133SEJ03 간이사업자","B20 업태별","B31 운수·창고·통신업",Y2021 2021,14344,3532,41,3,15,2,914,7,9830
"15133SEJ03 간이사업자","B20 업태별","B31 운수·창고·통신업",Y2022 2022,14275,3454,37,6,12,1,941,14,9810
"15133SEJ03 간이사업자","B20 업태별","B31 운수·창고·통신업",Y2023 2023,14950,3620,61,6,11,-,1027,6,10219
"15133SEJ03 간이사업자","B20 업태별","B32 부동산임대업",Y2019 2019,19743,2029,121,5,21,1,2173,23,15370
"15133SEJ03 간이사업자","B20 업태별","B32 부동산임대업",Y2020 2020,21463,2433,81,3,28,7,2599,31,16281
"15133SEJ03 간이사업자","B20 업태별","B32 부동산임대업",Y2021 2021,23276,2502,82,5,21,5,3556,42,17063
"15133SEJ03 간이사업자","B20 업태별","B32 부동산임대업",Y2022 2022,17613,2010,45,5,19,3,2266,16,13249
"15133SEJ03 간이사업자","B20 업태별","B32 부동산임대업",Y2023 2023,14534,2025,96,3,21,1,1378,13,10997
"15133SEJ03 간이사업자","B20 업태별","B33 대리·중개·도급업",Y2019 2019,470,264,4,1,2,-,-,-,199
"15133SEJ03 간이사업자","B20 업태별","B33 대리·중개·도급업",Y2020 2020,507,290,-,1,-,-,1,-,215
"15133SEJ03 간이사업자","B20 업태별","B33 대리·중개·도급업",Y2021 2021,431,268,1,-,3,-,-,-,159
"15133SEJ03 간이사업자","B20 업태별","B33 대리·중개·도급업",Y2022 2022,47,27,0,0,1,0,0,0,19
"15133SEJ03 간이사업자","B20 업태별","B33 대리·중개·도급업",Y2023 2023,30,9,-,-,-,-,-,-,21
"15133SEJ03 간이사업자","B20 업태별","B34 서비스업",Y2019 2019,55371,26417,232,127,142,24,1057,34,27338
"15133SEJ03 간이사업자","B20 업태별","B34 서비스업",Y2020 2020,51702,27604,138,69,132,55,922,18,22764
"15133SEJ03 간이사업자","B20 업태별","B34 서비스업",Y2021 2021,53507,31373,154,64,145,28,967,17,20759
"15133SEJ03 간이사업자","B20 업태별","B34 서비스업",Y2022 2022,49187,27844,124,65,122,15,1257,24,19736
"15133SEJ03 간이사업자","B20 업태별","B34 서비스업",Y2023 2023,56191,30722,187,87,116,8,1526,10,23535
"15133SEJ09 면세사업자","B01 합계","소계",Y2019 2019,84120,30090,182,121,490,208,2450,54,50525
"15133SEJ09 면세사업자","B01 합계","소계",Y2020 2020,105615,31668,400,114,526,182,3977,64,68684
"15133SEJ09 면세사업자","B01 합계","소계",Y2021 2021,104317,31129,452,109,353,166,3945,69,68094
"15133SEJ09 면세사업자","B01 합계","소계",Y2022 2022,93701,30114,423,106,410,179,2986,62,59421
"15133SEJ09 면세사업자","B01 합계","소계",Y2023 2023,94562,34377,368,124,421,226,2809,32,56205
"15133SEJ09 면세사업자","B02 지역별","소계",Y2019 2019,84120,30090,182,121,490,208,2450,54,50525
"15133SEJ09 면세사업자","B02 지역별","소계",Y2020 2020,105615,31668,400,114,526,182,3977,64,68684
"15133SEJ09 면세사업자","B02 지역별","소계",Y2021 2021,104317,31129,452,109,353,166,3945,69,68094
"15133SEJ09 면세사업자","B02 지역별","소계",Y2022 2022,93701,30114,423,106,410,179,2986,62,59421
"15133SEJ09 면세사업자","B02 지역별","소계",Y2023 2023,94562,34377,368,124,421,226,2809,32,56205
"15133SEJ09 면세사업자","B02 지역별","B03 서울",Y2019 2019,17146,5677,37,12,145,48,708,13,10506
"15133SEJ09 면세사업자","B02 지역별","B03 서울",Y2020 2020,23595,5861,132,16,188,44,1072,14,16268
"15133SEJ09 면세사업자","B02 지역별","B03 서울",Y2021 2021,23512,5686,125,11,93,36,898,19,16644
"15133SEJ09 면세사업자","B02 지역별","B03 서울",Y2022 2022,20451,5387,108,10,118,38,738,13,14039
"15133SEJ09 면세사업자","B02 지역별","B03 서울",Y2023 2023,18574,5893,86,6,109,64,544,3,11869
"15133SEJ09 면세사업자","B02 지역별","B04 인천",Y2019 2019,4407,1394,12,2,24,16,124,1,2834
"15133SEJ09 면세사업자","B02 지역별","B04 인천",Y2020 2020,6009,1634,19,3,18,9,275,1,4050
"15133SEJ09 면세사업자","B02 지역별","B04 인천",Y2021 2021,6116,1647,35,6,11,13,270,1,4133
"15133SEJ09 면세사업자","B02 지역별","B04 인천",Y2022 2022,5302,1667,26,2,19,6,201,2,3379
"15133SEJ09 면세사업자","B02 지역별","B04 인천",Y2023 2023,5565,1975,31,1,22,17,224,3,3292
"15133SEJ09 면세사업자","B02 지역별","B05 경기",Y2019 2019,21100,7119,66,19,120,37,737,11,12991
"15133SEJ09 면세사업자","B02 지역별","B05 경기",Y2020 2020,28208,8020,116,19,138,44,1244,17,18610
"15133SEJ09 면세사업자","B02 지역별","B05 경기",Y2021 2021,27995,7908,148,23,77,59,1202,16,18562
"15133SEJ09 면세사업자","B02 지역별","B05 경기",Y2022 2022,24645,7668,171,18,106,66,911,24,15681
"15133SEJ09 면세사업자","B02 지역별","B05 경기",Y2023 2023,24946,8918,117,27,133,74,898,15,14764
"15133SEJ09 면세사업자","B02 지역별","B06 강원",Y2019 2019,2494,1000,2,10,8,8,61,1,1404
"15133SEJ09 면세사업자","B02 지역별","B06 강원",Y2020 2020,2785,965,8,6,9,8,76,1,1712
"15133SEJ09 면세사업자","B02 지역별","B06 강원",Y2021 2021,2991,961,4,6,11,8,99,1,1901
"15133SEJ09 면세사업자","B02 지역별","B06 강원",Y2022 2022,2909,865,8,8,10,9,57,3,1949
"15133SEJ09 면세사업자","B02 지역별","B06 강원",Y2023 2023,2933,1057,10,5,12,12,44,1,1792
"15133SEJ09 면세사업자","B02 지역별","B07 대전",Y2019 2019,2259,929,6,4,9,5,69,1,1236
"15133SEJ09 면세사업자","B02 지역별","B07 대전",Y2020 2020,2815,873,4,4,9,5,135,-,1785
"15133SEJ09 면세사업자","B02 지역별","B07 대전",Y2021 2021,2590,795,11,4,9,2,142,1,1626
"15133SEJ09 면세사업자","B02 지역별","B07 대전",Y2022 2022,2224,805,7,1,6,0,92,0,1313
"15133SEJ09 면세사업자","B02 지역별","B07 대전",Y2023 2023,2348,951,5,4,6,3,87,-,1292
"15133SEJ09 면세사업자","B02 지역별","B08 충북",Y2019 2019,2336,821,5,6,7,8,49,1,1439
"15133SEJ09 면세사업자","B02 지역별","B08 충북",Y2020 2020,2849,950,6,4,13,2,89,-,1785
"15133SEJ09 면세사업자","B02 지역별","B08 충북",Y2021 2021,2763,887,6,5,4,3,120,2,1736
"15133SEJ09 면세사업자","B02 지역별","B08 충북",Y2022 2022,2504,828,7,6,11,3,80,2,1567
"15133SEJ09 면세사업자","B02 지역별","B08 충북",Y2023 2023,2681,883,7,3,9,2,75,-,1702
"15133SEJ09 면세사업자","B02 지역별","B09 충남",Y2019 2019,3811,1364,9,10,20,16,96,3,2293
"15133SEJ09 면세사업자","B02 지역별","B09 충남",Y2020 2020,4439,1412,11,7,23,12,154,1,2819
"15133SEJ09 면세사업자","B02 지역별","B09 충남",Y2021 2021,4291,1417,12,6,23,8,195,4,2626
"15133SEJ09 면세사업자","B02 지역별","B09 충남",Y2022 2022,3852,1243,9,5,15,7,154,3,2416
"15133SEJ09 면세사업자","B02 지역별","B09 충남",Y2023 2023,4164,1434,23,9,16,8,136,-,2538
"15133SEJ09 면세사업자","B02 지역별","B10 세종",Y2019 2019,584,201,1,3,4,6,19,-,350
"15133SEJ09 면세사업자","B02 지역별","B10 세종",Y2020 2020,946,260,2,2,9,1,45,-,627
"15133SEJ09 면세사업자","B02 지역별","B10 세종",Y2021 2021,861,223,8,2,5,-,43,1,579
"15133SEJ09 면세사업자","B02 지역별","B10 세종",Y2022 2022,734,204,4,0,3,0,25,1,497
"15133SEJ09 면세사업자","B02 지역별","B10 세종",Y2023 2023,774,257,2,1,8,2,31,-,473
"15133SEJ09 면세사업자","B02 지역별","B11 광주",Y2019 2019,2334,905,3,1,19,5,67,1,1333
"15133SEJ09 면세사업자","B02 지역별","B11 광주",Y2020 2020,2754,947,16,3,17,6,118,-,1647
"15133SEJ09 면세사업자","B02 지역별","B11 광주",Y2021 2021,2550,982,3,1,18,-,130,3,1413
"15133SEJ09 면세사업자","B02 지역별","B11 광주",Y2022 2022,2304,873,0,1,14,2,67,2,1345
"15133SEJ09 면세사업자","B02 지역별","B11 광주",Y2023 2023,2466,995,7,2,10,2,62,-,1388
"15133SEJ09 면세사업자","B02 지역별","B12 전북",Y2019 2019,2942,1320,3,10,20,5,53,2,1529
"15133SEJ09 면세사업자","B02 지역별","B12 전북",Y2020 2020,3218,1326,11,3,17,3,84,8,1766
"15133SEJ09 면세사업자","B02 지역별","B12 전북",Y2021 2021,3218,1205,5,4,11,4,77,3,1909
"15133SEJ09 면세사업자","B02 지역별","B12 전북",Y2022 2022,2967,1179,4,2,7,5,53,3,1714
"15133SEJ09 면세사업자","B02 지역별","B12 전북",Y2023 2023,3381,1372,5,5,8,5,67,-,1919
"15133SEJ09 면세사업자","B02 지역별","B13 전남",Y2019 2019,3896,1299,2,9,26,9,60,11,2480
"15133SEJ09 면세사업자","B02 지역별","B13 전남",Y2020 2020,4071,1376,5,8,11,6,89,5,2571
"15133SEJ09 면세사업자","B02 지역별","B13 전남",Y2021 2021,3892,1284,11,9,18,2,79,1,2488
"15133SEJ09 면세사업자","B02 지역별","B13 전남",Y2022 2022,3807,1237,10,8,20,3,67,1,2461
"15133SEJ09 면세사업자","B02 지역별","B13 전남",Y2023 2023,4034,1360,20,9,16,4,63,4,2558
"15133SEJ09 면세사업자","B02 지역별","B14 대구",Y2019 2019,3425,1108,2,2,18,13,65,-,2217
"15133SEJ09 면세사업자","B02 지역별","B14 대구",Y2020 2020,4097,1108,9,2,15,7,99,6,2851
"15133SEJ09 면세사업자","B02 지역별","B14 대구",Y2021 2021,3763,1224,10,3,5,9,108,8,2396
"15133SEJ09 면세사업자","B02 지역별","B14 대구",Y2022 2022,3374,1388,18,8,16,6,80,0,1858
"15133SEJ09 면세사업자","B02 지역별","B14 대구",Y2023 2023,3671,1593,11,7,14,6,97,1,1942
"15133SEJ09 면세사업자","B02 지역별","B15 경북",Y2019 2019,4339,1863,9,18,14,12,65,2,2356
"15133SEJ09 면세사업자","B02 지역별","B15 경북",Y2020 2020,4834,1864,24,14,19,12,84,2,2815
"15133SEJ09 면세사업자","B02 지역별","B15 경북",Y2021 2021,4672,1692,24,15,17,3,119,3,2799
"15133SEJ09 면세사업자","B02 지역별","B15 경북",Y2022 2022,4322,1660,9,12,15,6,113,3,2504
"15133SEJ09 면세사업자","B02 지역별","B15 경북",Y2023 2023,4611,1824,8,19,17,6,114,1,2622
"15133SEJ09 면세사업자","B02 지역별","B16 부산",Y2019 2019,4604,1914,14,4,25,11,127,3,2506
"15133SEJ09 면세사업자","B02 지역별","B16 부산",Y2020 2020,5858,1914,17,5,16,9,190,4,3703
"15133SEJ09 면세사업자","B02 지역별","B16 부산",Y2021 2021,5754,1929,11,2,25,10,174,2,3601
"15133SEJ09 면세사업자","B02 지역별","B16 부산",Y2022 2022,5212,1921,27,5,18,6,115,0,3120
"15133SEJ09 면세사업자","B02 지역별","B16 부산",Y2023 2023,5251,2230,22,2,15,8,142,1,2831
"15133SEJ09 면세사업자","B02 지역별","B17 울산",Y2019 2019,1538,515,2,1,12,3,37,1,967
"15133SEJ09 면세사업자","B02 지역별","B17 울산",Y2020 2020,1717,516,6,1,3,2,43,2,1144
"15133SEJ09 면세사업자","B02 지역별","B17 울산",Y2021 2021,1668,599,4,-,5,-,70,-,990
"15133SEJ09 면세사업자","B02 지역별","B17 울산",Y2022 2022,1480,543,3,3,11,3,66,1,850
"15133SEJ09 면세사업자","B02 지역별","B17 울산",Y2023 2023,1607,704,6,2,5,-,67,-,823
"15133SEJ09 면세사업자","B02 지역별","B18 경남",Y2019 2019,5488,2324,7,7,16,4,90,2,3038
"15133SEJ09 면세사업자","B02 지역별","B18 경남",Y2020 2020,5763,2214,11,9,16,10,140,2,3361
"15133SEJ09 면세사업자","B02 지역별","B18 경남",Y2021 2021,5971,2221,29,7,16,8,171,2,3517
"15133SEJ09 면세사업자","B02 지역별","B18 경남",Y2022 2022,5963,2146,10,9,18,10,133,4,3633
"15133SEJ09 면세사업자","B02 지역별","B18 경남",Y2023 2023,5859,2347,7,14,17,8,134,2,3330
"15133SEJ09 면세사업자","B02 지역별","B19 제주",Y2019 2019,1417,337,2,3,3,2,23,1,1046
"15133SEJ09 면세사업자","B02 지역별","B19 제주",Y2020 2020,1657,428,3,8,5,2,40,1,1170
"15133SEJ09 면세사업자","B02 지역별","B19 제주",Y2021 2021,1710,469,6,5,5,1,48,2,1174
"15133SEJ09 면세사업자","B02 지역별","B19 제주",Y2022 2022,1651,500,2,8,3,9,34,0,1095
"15133SEJ09 면세사업자","B02 지역별","B19 제주",Y2023 2023,1697,584,1,8,4,5,24,1,1070
"15133SEJ09 면세사업자","B20 업태별","소계",Y2019 2019,84120,30090,182,121,490,208,2450,54,50525
"15133SEJ09 면세사업자","B20 업태별","소계",Y2020 2020,105615,31668,400,114,526,182,3977,64,68684
"15133SEJ09 면세사업자","B20 업태별","소계",Y2021 2021,104317,31129,452,109,353,166,3945,69,68094
"15133SEJ09 면세사업자","B20 업태별","소계",Y2022 2022,93701,30114,423,106,410,179,2986,62,59421
"15133SEJ09 면세사업자","B20 업태별","소계",Y2023 2023,94562,34377,368,124,421,226,2809,32,56205
"15133SEJ09 면세사업자","B20 업태별","B21 농·임·어업",Y2019 2019,5072,1566,12,26,25,9,66,9,3359
"15133SEJ09 면세사업자","B20 업태별","B21 농·임·어업",Y2020 2020,4954,1700,15,14,28,11,71,5,3110
"15133SEJ09 면세사업자","B20 업태별","B21 농·임·어업",Y2021 2021,5183,1695,14,19,24,6,95,1,3329
"15133SEJ09 면세사업자","B20 업태별","B21 농·임·어업",Y2022 2022,5646,1590,17,33,26,4,72,1,3903
"15133SEJ09 면세사업자","B20 업태별","B21 농·임·어업",Y2023 2023,5594,1825,15,28,18,9,80,6,3613
"15133SEJ09 면세사업자","B20 업태별","B22 광업",Y2019 2019,55,12,-,-,-,-,1,-,42
"15133SEJ09 면세사업자","B20 업태별","B22 광업",Y2020 2020,57,10,1,-,1,-,-,-,45
"15133SEJ09 면세사업자","B20 업태별","B22 광업",Y2021 2021,52,7,-,-,-,-,-,-,45
"15133SEJ09 면세사업자","B20 업태별","B22 광업",Y2022 2022,63,9,0,0,0,0,0,0,54
"15133SEJ09 면세사업자","B20 업태별","B22 광업",Y2023 2023,47,5,-,-,-,-,3,-,39
"15133SEJ09 면세사업자","B20 업태별","B23 제조업",Y2019 2019,1885,848,4,5,24,3,40,2,959
"15133SEJ09 면세사업자","B20 업태별","B23 제조업",Y2020 2020,1806,872,3,4,35,11,42,-,839
"15133SEJ09 면세사업자","B20 업태별","B23 제조업",Y2021 2021,1870,840,5,3,34,6,63,-,919
"15133SEJ09 면세사업자","B20 업태별","B23 제조업",Y2022 2022,1575,743,8,2,27,2,42,0,751
"15133SEJ09 면세사업자","B20 업태별","B23 제조업",Y2023 2023,1888,896,8,2,19,7,46,2,908
"15133SEJ09 면세사업자","B20 업태별","B24 전기·가스·수도업",Y2019 2019,2,-,-,-,-,-,-,-,2
"15133SEJ09 면세사업자","B20 업태별","B24 전기·가스·수도업",Y2020 2020,3,-,-,-,-,-,-,-,3
"15133SEJ09 면세사업자","B20 업태별","B24 전기·가스·수도업",Y2021 2021,5,1,-,-,-,-,-,-,4
"15133SEJ09 면세사업자","B20 업태별","B24 전기·가스·수도업",Y2022 2022,1,0,0,0,0,1,0,0,0
"15133SEJ09 면세사업자","B20 업태별","B24 전기·가스·수도업",Y2023 2023,-,-,-,-,-,-,-,-,-
"15133SEJ09 면세사업자","B20 업태별","B25 도매업",Y2019 2019,8987,4063,22,29,96,26,117,1,4633
"15133SEJ09 면세사업자","B20 업태별","B25 도매업",Y2020 2020,8073,3780,18,17,70,10,90,7,4081
"15133SEJ09 면세사업자","B20 업태별","B25 도매업",Y2021 2021,7596,3699,16,15,50,13,108,2,3693
"15133SEJ09 면세사업자","B20 업태별","B25 도매업",Y2022 2022,7057,3437,10,11,71,11,87,2,3428
"15133SEJ09 면세사업자","B20 업태별","B25 도매업",Y2023 2023,7454,3608,17,16,64,10,110,1,3628
"15133SEJ09 면세사업자","B20 업태별","B26 소매업",Y2019 2019,13144,5823,27,40,36,29,187,4,6998
"15133SEJ09 면세사업자","B20 업태별","B26 소매업",Y2020 2020,11939,5667,28,33,45,20,149,4,5993
"15133SEJ09 면세사업자","B20 업태별","B26 소매업",Y2021 2021,11841,5630,29,38,40,28,159,2,5915
"15133SEJ09 면세사업자","B20 업태별","B26 소매업",Y2022 2022,11229,5522,21,36,18,14,188,2,5428
"15133SEJ09 면세사업자","B20 업태별","B26 소매업",Y2023 2023,12946,6266,29,54,51,40,179,2,6325
"15133SEJ09 면세사업자","B20 업태별","B27 부동산매매업",Y2019 2019,533,179,2,-,2,6,6,-,338
"15133SEJ09 면세사업자","B20 업태별","B27 부동산매매업",Y2020 2020,633,237,3,2,3,1,1,-,386
"15133SEJ09 면세사업자","B20 업태별","B27 부동산매매업",Y2021 2021,573,187,2,1,5,7,-,-,371
"15133SEJ09 면세사업자","B20 업태별","B27 부동산매매업",Y2022 2022,564,234,3,0,1,7,1,0,318
"15133SEJ09 면세사업자","B20 업태별","B27 부동산매매업",Y2023 2023,654,290,1,-,2,4,2,-,355
"15133SEJ09 면세사업자","B20 업태별","B28 건설업",Y2019 2019,2812,398,4,2,4,6,18,7,2373
"15133SEJ09 면세사업자","B20 업태별","B28 건설업",Y2020 2020,2713,362,7,1,-,13,17,2,2311
"15133SEJ09 면세사업자","B20 업태별","B28 건설업",Y2021 2021,2484,311,8,1,2,4,19,5,2134
"15133SEJ09 면세사업자","B20 업태별","B28 건설업",Y2022 2022,1676,256,4,1,0,12,20,3,1380
"15133SEJ09 면세사업자","B20 업태별","B28 건설업",Y2023 2023,1027,202,6,-,1,5,8,2,803
"15133SEJ09 면세사업자","B20 업태별","B29 음식업",Y2019 2019,15,1,-,-,-,2,1,-,11
"15133SEJ09 면세사업자","B20 업태별","B29 음식업",Y2020 2020,24,4,-,-,-,-,1,-,19
"15133SEJ09 면세사업자","B20 업태별","B29 음식업",Y2021 2021,24,4,-,-,-,-,-,-,20
"15133SEJ09 면세사업자","B20 업태별","B29 음식업",Y2022 2022,24,9,0,0,0,2,1,0,12
"15133SEJ09 면세사업자","B20 업태별","B29 음식업",Y2023 2023,24,7,-,1,-,-,1,-,15
"15133SEJ09 면세사업자","B20 업태별","B30 숙박업",Y2019 2019,24,8,-,-,-,1,-,-,15
"15133SEJ09 면세사업자","B20 업태별","B30 숙박업",Y2020 2020,28,5,-,-,-,1,1,-,21
"15133SEJ09 면세사업자","B20 업태별","B30 숙박업",Y2021 2021,21,8,-,-,-,-,1,-,12
"15133SEJ09 면세사업자","B20 업태별","B30 숙박업",Y2022 2022,21,4,0,0,0,0,0,0,17
"15133SEJ09 면세사업자","B20 업태별","B30 숙박업",Y2023 2023,39,7,-,-,-,1,-,-,31
"15133SEJ09 면세사업자","B20 업태별","B31 운수·창고·통신업",Y2019 2019,118,33,1,-,3,-,5,1,75
"15133SEJ09 면세사업자","B20 업태별","B31 운수·창고·통신업",Y2020 2020,114,46,1,-,3,-,7,-,57
"15133SEJ09 면세사업자","B20 업태별","B31 운수·창고·통신업",Y2021 2021,107,38,1,-,3,1,3,-,61
"15133SEJ09 면세사업자","B20 업태별","B31 운수·창고·통신업",Y2022 2022,101,43,0,0,1,0,2,0,55
"15133SEJ09 면세사업자","B20 업태별","B31 운수·창고·통신업",Y2023 2023,120,35,-,-,1,-,4,-,80
"15133SEJ09 면세사업자","B20 업태별","B32 부동산임대업",Y2019 2019,14352,1044,41,3,75,13,901,7,12268
"15133SEJ09 면세사업자","B20 업태별","B32 부동산임대업",Y2020 2020,42116,2451,235,10,167,34,2694,40,36485
"15133SEJ09 면세사업자","B20 업태별","B32 부동산임대업",Y2021 2021,44216,2786,300,16,15,24,2636,51,38388
"15133SEJ09 면세사업자","B20 업태별","B32 부동산임대업",Y2022 2022,34823,2537,276,6,16,29,1485,40,30434
"15133SEJ09 면세사업자","B20 업태별","B32 부동산임대업",Y2023 2023,26040,2329,212,6,19,26,1001,10,22437
"15133SEJ09 면세사업자","B20 업태별","B33 대리·중개·도급업",Y2019 2019,1029,484,-,1,3,2,9,-,530
"15133SEJ09 면세사업자","B20 업태별","B33 대리·중개·도급업",Y2020 2020,817,386,4,2,6,2,7,-,410
"15133SEJ09 면세사업자","B20 업태별","B33 대리·중개·도급업",Y2021 2021,594,298,2,-,3,-,3,-,288
"15133SEJ09 면세사업자","B20 업태별","B33 대리·중개·도급업",Y2022 2022,491,256,1,1,5,1,6,1,220
"15133SEJ09 면세사업자","B20 업태별","B33 대리·중개·도급업",Y2023 2023,517,259,-,-,2,-,5,-,251
"15133SEJ09 면세사업자","B20 업태별","B34 서비스업",Y2019 2019,36092,15631,69,15,222,111,1099,23,18922
"15133SEJ09 면세사업자","B20 업태별","B34 서비스업",Y2020 2020,32338,16148,85,31,168,79,897,6,14924
"15133SEJ09 면세사업자","B20 업태별","B34 서비스업",Y2021 2021,29751,15625,75,16,177,77,858,8,12915
"15133SEJ09 면세사업자","B20 업태별","B34 서비스업",Y2022 2022,30430,15474,83,16,245,96,1082,13,13421
"15133SEJ09 면세사업자","B20 업태별","B34 서비스업",Y2023 2023,38212,18648,80,17,244,124,1370,9,17720
